Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
TC1000000105703;YY1000004725182;3500123257;30;153;14;10387986;;FELVAR;621531410387986
TC1000000105703;YY1000005091272;3500123257;30;153;14;10384481;;FELVAR;621531410384481
TC1000000105703;YY1000005091279;3500123257;30;153;14;10384346;;FELVAR;621531410384346
TC1000000105703;YY1000004725185;3500123257;30;153;14;10386427;;FELVAR;621531410386427
TC1000000105703;YY1000004725187;3500123257;30;153;14;10386430;;FELVAR;621531410386430
TC1000000105703;YY1000005091276;3500123257;30;153;14;10387831;;FELVAR;621531410387831
TC1000000105703;YY1000005091277;3500123257;30;153;14;10387834;;FELVAR;621531410387834
TC1000000105703;YY1000005087544;3500123257;30;153;14;10389487;;FELVAR;621531410389487
TC1000000105703;YY1000005085034;3500123257;30;153;14;10389391;;FELVAR;621531410389391
TC1000000105703;YY1000005091274;3500123257;30;153;14;10380159;;FELVAR;621531410380159
TC1000000105703;YY1000005209535;3500123257;30;153;14;10382366;;FELVAR;621531410382366
TC1000000105703;YY1000005085569;3500123257;30;153;14;10382261;;FELVAR;621531410382261
TC1000000105703;YY1000005091278;3500123257;30;153;14;10382711;;FELVAR;621531410382711
TC1000000105703;YY1000004725198;3500123257;30;153;11;10312957;;FELVAR;M11531110312957
TC1000000105703;YY1000004725183;3500123257;30;153;14;10386425;;FELVAR;621531410386425
TC1000000105703;YY1000005088677;3500123257;30;153;14;10379747;;FELVAR;621531410379747
TC1000000105703;YY1000005088680;3500123257;30;153;14;10379753;;FELVAR;621531410379753
TC1000000105703;YY1000005209533;3500123257;30;153;14;10379681;;FELVAR;621531410379681
TC1000000105703;YY1000005209536;3500123257;30;153;14;10379683;;FELVAR;621531410379683
TC1000000105703;YY1000005099876;3500123257;30;153;14;10380203;;FELVAR;621531410380203
TC1000000105703;YY1000005099873;3500123257;30;153;14;10380325;;FELVAR;621531410380325
TC1000000105703;YY1000005085564;3500123257;30;153;10;10211055;;FELVAR;M11531010211055
TC1000000105703;YY1000005087538;3500123257;30;153;10;10251283;;FELVAR;M11531010251283
TC1000000105703;YY1000005095304;3500123257;30;153;14;10379321;;FELVAR;621531410379321
TC1000000105703;YY1000004725178;3500123257;30;153;14;10379946;;FELVAR;621531410379946
TC1000000105703;YY1000005088679;3500123257;30;153;14;10379735;;FELVAR;621531410379735
TC1000000105703;YY1000005088671;3500123257;30;153;14;10379732;;FELVAR;621531410379732
TC1000000105704;YY1000005086824;3500123257;20;143;9;23922264;;FELVAR;671430923922264
TC1000000105704;YY1000005086828;3500123257;20;143;9;24043617;;FELVAR;M11430924043617
TC1000000105704;YY1000004954692;3500123257;20;143;10;24243182;;FELVAR;M11431024243182
TC1000000105704;YY1000005089997;3500123257;20;143;7;22956655;;FELVAR;M11430722956655
TC1000000105704;YY1000005075123;3500123257;20;143;8;23105958;;FELVAR;M11430823105958
TC1000000105704;YY1000004316479;3500123257;20;143;8;23260767;;FELVAR;M21430823260767
TC1000000105704;M21430923991339;3500123257;20;143;9;23991339;;FELUJ;M21430923991339
TC1000000105704;YY1000004933773;3500123257;20;143;11;24780844;;FELVAR;M11431124780844
TC1000000105704;YY1000005171728;3500123257;20;143;11;24975219;;FELVAR;M11431124975219
TC1000000105704;M11431124662015;3500123257;20;143;11;24662015;;FELUJ;M11431124662015
TC1000000105704;M21430923944466;3500123257;20;143;9;23944466;;FELUJ;M21430923944466
TC1000000105704;YY1000005091239;3500123257;20;143;10;24529611;;GAR;M11431024529611
TC1000000105704;YY1000004946637;3500123257;20;143;8;23031203;;FELVAR;M11430823031203
TC1000000105704;YY1000005138009;3500123257;20;143;8;23312540;;FELVAR;M11430823312540
TC1000000105704;YY1000005171097;3500123257;20;143;8;23106893;;FELVAR;M11430823106893
TC1000000105704;M11430924019205;3500123257;20;143;9;24019205;;FELUJ;M11430924019205
TC1000000105704;YY1000004933775;3500123257;20;143;9;23706913;;FELVAR;M11430923706913
TC1000000105704;YY1000005067900;3500123257;20;143;9;23685985;;FELVAR;M11430923685985
TC1000000105704;YY1000005089572;3500123257;20;143;11;24781188;;FELVAR;M11431124781188
TC1000000105704;YY1000005086990;3500123257;20;143;12;25375596;;FELVAR;M11431225375596
TC1000000105704;YY1000005089135;3500123257;20;143;12;25394627;;FELVAR;M11431225394627
TC1000000105704;YY1000004933713;3500123257;20;143;6;22217620;;FELVAR;M11430622217620
TC1000000105704;YY1000005362000;3500123257;20;143;7;22552074;;FELVAR;M11430722552074
TC1000000105704;YY1000005361963;3500123257;20;143;7;22949029;;FELVAR;M11430722949029
TC1000000105704;YY1000005089418;3500123257;20;143;9;23718992;;FELVAR;M11430923718992
TC1000000105704;YY1000005089993;3500123257;20;143;9;24017236;;FELVAR;M11430924017236
TC1000000105704;YY1000005089468;3500123257;20;143;9;24027455;;FELVAR;M11430924027455
TC1000000105704;YY1000005086999;3500123257;20;143;10;24487072;;FELVAR;M11431024487072
TC1000000105704;YY1000005127738;3500123257;20;143;11;24661269;;FELVAR;M11431124661269
TC1000000105704;YY1000005086987;3500123257;20;143;11;24748620;;FELVAR;M11431124748620
TC1000000105704;YY1000005087643;3500123257;20;143;8;23189956;;FELVAR;M11430823189956
TC1000000105704;YY1000005087651;3500123257;20;143;8;23246968;;FELVAR;M11430823246968
TC1000000105704;YY1000005086162;3500123257;20;143;8;23438323;;FELVAR;M11430823438323
TC1000000105704;YY1000005089998;3500123257;20;143;9;23591421;;FELVAR;M11430923591421
TC1000000105704;YY1000005089996;3500123257;20;143;9;23671301;;FELVAR;M11430923671301
TC1000000105704;YY1000005089419;3500123257;20;143;9;23671913;;FELVAR;M11430923671913
TC1000000105704;YY1000005089076;3500123257;20;143;5;21918297;;FELVAR;M11430521918297
TC1000000105704;YY1000005086986;3500123257;20;143;5;21895894;;FELVAR;M11430521895894
TC1000000105704;YY1000004700340;3500123257;20;143;6;22079735;;FELVAR;M11430622079735
TC1000000105704;YY1000005089992;3500123257;20;143;7;22639364;;FELVAR;M11430722639364
TC1000000105704;YY1000005089991;3500123257;20;143;7;22653931;;FELVAR;M11430722653931
TC1000000105704;YY1000005089994;3500123257;20;143;7;22703595;;FELVAR;M11430722703595
TC1000000105704;YY1000005086989;3500123257;20;143;8;23314252;;FELVAR;M11430823314252
TC1000000105704;YY1000005173137;3500123257;20;143;8;23372673;;FELVAR;M11430823372673
TC1000000105704;YY1000004954695;3500123257;20;143;8;23423619;;FELVAR;M11430823423619
TC1000000105704;YY1000004725197;3500123257;20;143;10;24456496;;FELVAR;M11431024456496
TC1000000105704;YY1000005209740;3500123257;20;143;9;23991982;;FELVAR;M11430923991982
TC1000000105704;YY1000005089134;3500123257;20;143;6;22035493;;FELVAR;M11430622035493
TC1000000105704;YY1000004900423;3500123257;20;143;9;23778546;;FELVAR;M11430923778546
TC1000000105704;YY1000005171096;3500123257;20;143;9;24041936;;FELVAR;M11430924041936
TC1000000105704;YY1000004900424;3500123257;20;143;10;24487370;;FELVAR;M11431024487370
TC1000000105704;YY1000004954684;3500123257;20;143;11;24882130;;FELVAR;M11431124882130
TC1000000105704;YY1000005127737;3500123257;20;143;8;23475761;;FELVAR;M11430823475761
TC1000000105704;YY1000005209715;3500123257;20;143;14;26344798;;FELVAR;801431426344798
TC1000000105704;YY1000005361998;3500123257;20;143;11;24798659;;FELVAR;M11431124798659
TC1000000105704;YY1000005077259;3500123257;20;143;8;23037947;;FELVAR;M11430823037947
TC1000000105704;YY1000004954681;3500123257;20;143;6;21979415;;FELVAR;M11430621979415
TC1000000105704;YY1000004954700;3500123257;20;143;7;22789147;;FELVAR;M11430722789147
TC1000000105704;YY1000004954696;3500123257;20;143;8;23365978;;FELVAR;M11430823365978
TC1000000105704;YY1000004316480;3500123257;20;143;8;23450042;;FELVAR;M11430823450042
TC1000000105704;YY1000004954693;3500123257;30;153;9;10203750;;FELVAR;M11530910203750
TC1000000105704;YY1000004954683;3500123257;30;153;10;10232272;;FELVAR;M11531010232272
TC1000000105704;YY1000005087652;3500123257;30;153;10;10225246;;FELVAR;M11531010225246
TC1000000105704;YY1000005361965;3500123257;30;153;14;10379349;;FELVAR;621531410379349
TC1000000105704;YY1000004900422;3500123257;30;153;14;10380038;;FELVAR;621531410380038
TC1000000105704;YY1000005087861;3500123257;30;153;14;10379802;;FELVAR;621531410379802
TC1000000105704;YY1000005173134;3500123257;30;153;14;10385010;;FELVAR;621531410385010
TC1000000105704;YY1000004700369;3500123257;30;153;16;10422057;;FELVAR;621531610422057
TC1000000105704;YY1000005170922;3500123257;30;153;17;10440013;;FELVAR;621531710440013
TC1000000105704;M11531210357026;3500123257;30;153;12;10357026;;FELUJ;M11531210357026
TC1000000105704;M11531010251656;3500123257;30;153;10;10251656;;FELUJ;M11531010251656
TC1000000105704;M31530610041135;3500123257;30;153;6;10041135;;FELUJ;M31530610041135
TC1000000105704;YY1000005089077;3500123257;30;153;14;10388532;;FELVAR;621531410388532
TC1000000105704;YY1000004954686;3500123257;30;153;14;10388495;;FELVAR;621531410388495
TC1000000105704;YY1000004954691;3500123257;30;153;14;10388422;;FELVAR;621531410388422
TC1000000105704;YY1000005087540;3500123257;30;153;14;10388425;;FELVAR;621531410388425
TC1000000105704;YY1000005087647;3500123257;30;153;14;10384634;;FELVAR;621531410384634
TC1000000105704;YY1000005085973;3500123257;30;153;14;10384637;;FELVAR;621531410384637
TC1000000105704;YY1000004900438;3500123257;30;153;14;10388031;;FELVAR;621531410388031
TC1000000105704;YY1000005127735;3500123257;30;153;14;10388034;;FELVAR;621531410388034
TC1000000105704;YY1000005127731;3500123257;30;153;11;10307594;;FELVAR;M11531110307594
TC1000000105704;YY1000005097231;3500123257;30;153;14;10383807;;FELVAR;621531410383807
TC1000000105704;YY1000004935552;3500123257;30;153;14;10384510;;FELVAR;621531410384510
TC1000000105704;YY1000005209712;3500123257;30;153;14;10384420;;FELVAR;621531410384420
TC1000000105704;YY1000004900436;3500123257;30;153;14;10386393;;FELVAR;621531410386393
TC1000000105704;YY1000004900421;3500123257;30;153;14;10386400;;FELVAR;621531410386400
TC1000000105704;YY1000005127736;3500123257;30;153;14;10386367;;FELVAR;621531410386367
TC1000000105704;YY1000004954694;3500123257;30;153;14;10389495;;FELVAR;621531410389495
TC1000000105704;YY1000005087655;3500123257;30;153;14;10387583;;FELVAR;621531410387583
TC1000000105704;YY1000005209738;3500123257;30;153;14;10387940;;FELVAR;621531410387940
TC1000000105704;YY1000005209714;3500123257;30;153;14;10380413;;FELVAR;621531410380413
TC1000000105704;YY1000005209719;3500123257;30;153;14;10380447;;FELVAR;621531410380447
TC1000000105704;YY1000004954698;3500123257;30;153;14;10382304;;FELVAR;621531410382304
TC1000000105704;YY1000005085979;3500123257;30;153;14;10382362;;FELVAR;621531410382362
TC1000000105704;YY1000004725196;3500123257;30;153;10;10242425;;FELVAR;M11531010242425
TC1000000105704;YY1000004935561;3500123257;30;153;10;10229309;;FELVAR;M11531010229309
TC1000000105704;YY1000005089136;3500123257;30;153;14;10379803;;FELVAR;621531410379803
TC1000000105704;YY1000005087000;3500123257;30;153;14;10379812;;FELVAR;621531410379812
TC1000000105704;YY1000004700292;3500123257;30;153;14;10379822;;FELVAR;621531410379822
TC1000000105704;YY1000005087650;3500123257;30;153;14;10379829;;FELVAR;621531410379829
TC1000000105704;YY1000005087644;3500123257;30;153;14;10379832;;FELVAR;621531410379832
TC1000000105704;YY1000005089138;3500123257;30;153;14;10379784;;FELVAR;621531410379784
TC1000000105705;YY1000005087660;3500123257;20;143;6;22369635;;FELVAR;M11430622369635
TC1000000105705;YY1000004700379;3500123257;20;143;7;22715847;;FELVAR;M11430722715847
TC1000000105705;YY1000004949116;3500123257;20;143;7;22654605;;FELVAR;M11430722654605
TC1000000105705;YY1000005209208;3500123257;20;143;11;24880933;;FELVAR;M11431124880933
TC1000000105705;YY1000004700363;3500123257;20;143;9;24087635;;FELVAR;M11430924087635
TC1000000105705;YY1000004700387;3500123257;20;143;11;24748854;;FELVAR;M11431124748854
TC1000000105705;YY1000005086137;3500123257;20;143;10;24315319;;FELVAR;M11431024315319
TC1000000105705;YY1000004103866;3500123257;20;143;8;23375943;;FELVAR;M21430823375943
TC1000000105705;YY1000005218728;3500123257;20;143;11;24815493;;FELVAR;M11431124815493
TC1000000105705;YY1000005218727;3500123257;20;143;11;24815743;;FELVAR;M11431124815743
TC1000000105705;YY1000005171103;3500123257;20;143;7;22875952;;FELVAR;M11430722875952
TC1000000105705;YY1000004803934;3500123257;20;143;7;22507869;;FELVAR;M11430722507869
TC1000000105705;YY1000005171118;3500123257;20;143;9;23974498;;FELVAR;M11430923974498
TC1000000105705;YY1000005091615;3500123257;20;143;9;23910991;;FELVAR;M11430923910991
TC1000000105705;YY1000004932116;3500123257;20;143;11;24838418;;FELVAR;M11431124838418
TC1000000105705;YY1000005171109;3500123257;20;143;9;23704848;;FELVAR;M11430923704848
TC1000000105705;YY1000004947709;3500123257;20;143;10;24364250;;FELVAR;M11431024364250
TC1000000105705;YY1000004949112;3500123257;20;143;10;24537002;;FELVAR;M11431024537002
TC1000000105705;YY1000004700361;3500123257;20;143;11;24563407;;FELVAR;M11431124563407
TC1000000105705;YY1000005218730;3500123257;20;143;11;24684695;;FELVAR;M11431124684695
TC1000000105705;YY1000004932120;3500123257;20;143;7;22901916;;FELVAR;M11430722901916
TC1000000105705;YY1000005091414;3500123257;20;143;7;22805719;;FELVAR;M11430722805719
TC1000000105705;YY1000005091400;3500123257;20;143;11;24662459;;FELVAR;M11431124662459
TC1000000105705;YY1000004949113;3500123257;20;143;9;24088216;;FELVAR;M11430924088216
TC1000000105705;YY1000004932119;3500123257;20;143;11;24926372;;FELVAR;M11431124926372
TC1000000105705;YY1000004932115;3500123257;20;143;11;24781588;;FELVAR;M11431124781588
TC1000000105705;YY1000005177776;3500123257;20;143;7;22612491;;FELVAR;M11430722612491
TC1000000105705;YY1000004949117;3500123257;20;143;7;22805700;;FELVAR;M11430722805700
TC1000000105705;YY1000005209206;3500123257;20;143;8;23260951;;FELVAR;M11430823260951
TC1000000105705;YY1000004947710;3500123257;20;143;9;23880552;;FELVAR;M11430923880552
TC1000000105705;YY1000005209209;3500123257;20;143;8;23376269;;FELVAR;M11430823376269
TC1000000105705;YY1000004949111;3500123257;20;143;10;24563716;;FELVAR;M11431024563716
TC1000000105705;YY1000005218724;3500123257;30;153;13;10373239;;FELVAR;621531310373239
TC1000000105705;YY1000004949115;3500123257;30;153;13;10373227;;FELVAR;621531310373227
TC1000000105705;YY1000004932129;3500123257;30;153;10;10220697;;FELVAR;M11531010220697
TC1000000105705;YY1000004103865;3500123257;30;153;12;10332483;;FELVAR;M11531210332483
TC1000000105705;YY1000005218743;3500123257;30;153;9;10205868;;FELVAR;M11530910205868
TC1000000105705;YY1000004949114;3500123257;30;153;11;10279009;;FELVAR;M11531110279009
TC1000000105705;YY1000005171108;3500123257;30;153;14;10384848;;FELVAR;621531410384848
TC1000000105705;YY1000004932132;3500123257;30;153;15;10396984;;FELVAR;621531510396984
TC1000000105705;YY1000005209930;3500123257;30;153;6;10016431;;FELVAR;M11530610016431
TC1000000105705;YY1000005171120;3500123257;30;153;9;10202400;;FELVAR;M11530910202400
TC1000000105705;YY1000005218745;3500123257;30;153;14;10384497;;FELVAR;621531410384497
TC1000000105705;YY1000005091265;3500123257;30;153;14;10384349;;FELVAR;621531410384349
TC1000000105705;YY1000005091391;3500123257;30;153;14;10384412;;FELVAR;621531410384412
TC1000000105705;YY1000005091381;3500123257;30;153;14;10384386;;FELVAR;621531410384386
TC1000000105705;YY1000004947708;3500123257;30;153;14;10384631;;FELVAR;621531410384631
TC1000000105705;YY1000004700366;3500123257;30;153;14;10384819;;FELVAR;621531410384819
TC1000000105705;YY1000005091269;3500123257;30;153;14;10388058;;FELVAR;621531410388058
TC1000000105705;YY1000005218742;3500123257;30;153;14;10384573;;FELVAR;621531410384573
TC1000000105705;YY1000005177781;3500123257;30;153;14;10384559;;FELVAR;621531410384559
TC1000000105705;YY1000005091264;3500123257;30;153;14;10384519;;FELVAR;621531410384519
TC1000000105705;YY1000005091399;3500123257;30;153;14;10384524;;FELVAR;621531410384524
TC1000000105705;YY1000004803938;3500123257;30;153;14;10384488;;FELVAR;621531410384488
TC1000000105705;YY1000005218729;3500123257;30;153;14;10389340;;FELVAR;621531410389340
TC1000000105705;YY1000004700384;3500123257;30;153;14;10389395;;FELVAR;621531410389395
TC1000000105705;YY1000004700362;3500123257;30;153;14;10387570;;FELVAR;621531410387570
TC1000000105705;YY1000004700365;3500123257;30;153;14;10387585;;FELVAR;621531410387585
TC1000000105705;YY1000005091267;3500123257;30;153;14;10387976;;FELVAR;621531410387976
TC1000000105705;YY1000005209731;3500123257;30;153;14;10387962;;FELVAR;621531410387962
TC1000000105705;YY1000005091392;3500123257;30;153;14;10387712;;FELVAR;621531410387712
TC1000000105705;YY1000005091398;3500123257;30;153;14;10387718;;FELVAR;621531410387718
TC1000000105705;YY1000005091397;3500123257;30;153;14;10387719;;FELVAR;621531410387719
TC1000000105705;YY1000005085562;3500123257;30;153;14;10389478;;FELVAR;621531410389478
TC1000000105705;YY1000005177785;3500123257;30;153;14;10389520;;FELVAR;621531410389520
TC1000000105705;YY1000004700377;3500123257;30;153;14;10389339;;FELVAR;621531410389339
TC1000000105705;YY1000005091005;3500123257;30;153;14;10387823;;FELVAR;621531410387823
TC1000000105705;YY1000005091263;3500123257;30;153;14;10387836;;FELVAR;621531410387836
TC1000000105705;YY1000005091009;3500123257;30;153;14;10387839;;FELVAR;621531410387839
TC1000000105705;YY1000005218744;3500123257;30;153;14;10387894;;FELVAR;621531410387894
TC1000000105705;YY1000005209732;3500123257;30;153;14;10387901;;FELVAR;621531410387901
TC1000000105705;YY1000005177779;3500123257;30;153;14;10387903;;FELVAR;621531410387903
TC1000000105705;YY1000005091010;3500123257;30;153;14;10382707;;FELVAR;621531410382707
TC1000000105705;YY1000005218725;3500123257;30;153;11;10278598;;FELVAR;M11531110278598
TC1000000105705;YY1000005091268;3500123257;30;153;14;10386475;;FELVAR;621531410386475
TC1000000105705;YY1000005091261;3500123257;30;153;14;10386479;;FELVAR;621531410386479
TC1000000105705;YY1000005218746;3500123257;30;153;14;10386421;;FELVAR;621531410386421
TC1000000105705;YY1000005091396;3500123257;30;153;14;10387856;;FELVAR;621531410387856
TC1000000105705;YY1000005218726;3500123257;30;153;14;10382369;;FELVAR;621531410382369
TC1000000105705;YY1000005085567;3500123257;30;153;14;10382272;;FELVAR;621531410382272
TC1000000105705;YY1000005209210;3500123257;30;153;14;10382276;;FELVAR;621531410382276
TC1000000105705;YY1000005085568;3500123257;30;153;14;10382286;;FELVAR;621531410382286
TC1000000105705;YY1000005209191;3500123257;30;153;14;10382287;;FELVAR;621531410382287
TC1000000105705;YY1000004700385;3500123257;30;153;14;10382248;;FELVAR;621531410382248
TC1000000105705;YY1000005091271;3500123257;30;153;14;10380172;;FELVAR;621531410380172
TC1000000105705;YY1000005091270;3500123257;30;153;14;10380182;;FELVAR;621531410380182
TC1000000105705;YY1000005091395;3500123257;30;153;14;10380192;;FELVAR;621531410380192
TC1000000105705;YY1000005091420;3500123257;30;153;14;10380131;;FELVAR;621531410380131
TC1000000105705;YY1000005091262;3500123257;30;153;14;10380155;;FELVAR;621531410380155
TC1000000105705;YY1000005091266;3500123257;30;153;14;10380440;;FELVAR;621531410380440
TC1000000105705;YY1000005177799;3500123257;30;153;14;10379850;;FELVAR;621531410379850
TC1000000105705;YY1000005177771;3500123257;30;153;14;10379857;;FELVAR;621531410379857
TC1000000105705;YY1000005177777;3500123257;30;153;14;10379833;;FELVAR;621531410379833
TC1000000105705;YY1000005218738;3500123257;30;153;14;10379568;;FELVAR;621531410379568
TC1000000105705;YY1000005218739;3500123257;30;153;14;10379582;;FELVAR;621531410379582
TC1000000105705;YY1000005218741;3500123257;30;153;14;10379670;;FELVAR;621531410379670
TC1000000105705;YY1000005085561;3500123257;30;153;10;10256540;;FELVAR;M11531010256540
TC1000000105705;YY1000004700378;3500123257;30;153;10;10257096;;FELVAR;M11531010257096
TC1000000105705;YY1000004700364;3500123257;30;153;10;10250112;;FELVAR;M11531010250112
TC1000000105705;YY1000005218740;3500123257;30;153;10;10225330;;FELVAR;M11531010225330
TC1000000105705;YY1000005209207;3500123257;30;153;10;10242280;;FELVAR;M11531010242280
TC1000000105705;YY1000004700386;3500123257;30;153;11;10313000;;FELVAR;M11531110313000
